SPD,ANG,TRQ,ANOMALY
2.0,-104.0,2899.0,0
2.0,-103.0,2935.0,0
2.0,-102.0,2836.0,0
2.0,-101.0,2863.0,0
2.0,-100.0,2869.0,0
2.0,-98.0,2827.0,0
2.0,-99.0,2833.0,0
2.0,-97.0,2798.0,0
2.0,-97.0,2820.0,0
2.0,-97.0,2814.0,0
2.0,-96.0,2831.0,0
2.0,-95.0,2807.0,0
2.0,-94.0,2761.0,0
2.0,-93.0,2762.0,0
2.0,-92.0,2684.0,0
2.0,-92.0,2720.0,0
2.0,-91.0,2685.0,0
2.0,-90.0,2712.0,0
2.0,-92.0,2703.0,0
2.0,-95.0,2746.0,0
2.0,-92.0,2674.0,0
2.0,-90.0,2676.0,0
2.0,-90.0,2635.0,0
2.0,-91.0,2682.0,0
2.0,-91.0,2647.0,0
2.0,-92.0,2658.0,0
2.0,-91.0,2649.0,0
2.0,-89.0,2631.0,0
2.0,-90.0,2702.0,0
2.0,-89.0,2566.0,0
2.0,-88.0,2594.0,0
2.0,-88.0,2604.0,0
2.0,-88.0,2639.0,0
2.0,-90.0,2622.0,0
2.0,-87.0,2573.0,0
2.0,-87.0,2581.0,0
2.0,-86.0,2590.0,0
2.0,-85.0,2618.0,0
2.0,-86.0,2632.0,0
2.0,-85.0,2642.0,0
2.0,-85.0,2566.0,0
2.0,-84.0,2554.0,0
2.0,-84.0,2553.0,0
2.0,-82.0,2518.0,0
2.0,-83.0,2576.0,0
2.0,-82.0,2562.0,0
2.0,-82.0,2573.0,0
2.0,-82.0,2556.0,0
2.0,-81.0,2519.0,0
2.0,-80.0,2535.0,0
2.0,-81.0,2494.0,0
2.0,-80.0,2550.0,0
2.0,-79.0,2532.0,0
2.0,-79.0,2558.0,0
2.0,-79.0,2568.0,0
2.0,-78.0,2532.0,0
2.0,-78.0,2537.0,0
2.0,-78.0,2533.0,0
2.0,-79.0,2553.0,0
2.0,-78.0,2561.0,0
2.0,-78.0,2503.0,0
2.0,-78.0,2510.0,0
2.0,-79.0,2491.0,0
2.0,-80.0,2503.0,0
2.0,-80.0,2521.0,0
2.0,-79.0,2514.0,0
2.0,-81.0,2564.0,0
2.0,-81.0,2559.0,0
2.0,-81.0,2579.0,0
2.0,-83.0,2592.0,0
2.0,-83.0,2568.0,0
2.0,-84.0,2592.0,0
2.0,-84.0,2598.0,0
2.0,-84.0,2607.0,0
2.0,-84.0,2594.0,0
2.0,-84.0,2602.0,0
2.0,-84.0,2615.0,0
2.0,-84.0,2603.0,0
2.0,-84.0,2591.0,0
2.0,-83.0,2598.0,0
2.0,-81.0,2570.0,0
2.0,-80.0,2543.0,0
2.0,-78.0,2565.0,0
2.0,-78.0,2530.0,0
2.0,-76.0,2494.0,0
2.0,-73.0,2455.0,0
2.0,-67.0,2398.0,0
2.0,-62.0,2394.0,0
2.0,-56.0,2442.0,0
2.0,-53.0,2442.0,0
2.0,-47.0,2440.0,0
2.0,-42.0,2441.0,0
2.0,-47.0,2442.0,0
2.0,-56.0,2441.0,0
2.0,-64.0,2411.0,0
2.0,-66.0,2375.0,0
2.0,-68.0,2372.0,0
2.0,-71.0,2454.0,0
2.0,-71.0,2437.0,0
