SPd,ANG,TRQ,ANOMALY
3.5,72,2411,0
3.5,73,2552,0
3.5,76,2563,0
3.5,76,2538,0
3.5,76,2596,0
3.5,78,2563,0
3.5,77,2604,0
3.5,79,2612,0
3.5,80,2608,0
3.5,81,2565,0
3.5,80,2566,0
3.5,80,2629,0
3.5,81,2572,0
3.5,82,2601,0
3.5,82,2600,0
3.5,83,2637,0
3.5,83,2642,0
3.5,84,2683,0
3.5,84,2662,0
3.5,85,2658,0
3.5,86,2688,0
3.5,86,2672,0
3.5,86,2687,0
3.5,87,2695,0
3.5,87,2694,0
3.5,87,2689,0
3.5,87,2697,0
3.5,88,2697,0
3.5,87,2683,0
3.5,87,2693,0
3.5,87,2685,0
3.5,87,2681,0
3.5,86,2697,0
3.5,86,2693,0
3.5,86,2666,0
3.5,84,2692,0
3.5,83,2697,0
3.5,84,2663,0
3.5,83,2686,0
3.5,83,2694,0
3.5,83,2671,0
3.5,82,2697,0
3.5,82,2674,0
3.5,81,2687,0
3.5,81,2675,0
3.5,81,2672,0
3.5,81,2668,0
3.5,80,2672,0
3.5,79,2650,0
3.5,81,2678,0
3.5,81,2674,0
3.5,80,2680,0
3.5,81,2683,0
3.5,81,2680,0
3.5,80,2681,0
3.5,81,2691,0
3.5,81,2686,0
3.5,81,2682,0
3.5,82,2685,0
3.5,82,2676,0
3.5,83,2689,0
3.5,84,2676,0
3.5,84,2697,0
3.5,83,2681,0
3.5,84,2687,0
3.5,85,2696,0
3.5,85,2697,0
3.5,85,2692,0
3.5,85,2686,0
3.5,85,2675,0
3.5,87,2670,0
3.5,84,2686,0
3.5,85,2681,0
3.5,84,2693,0
3.5,85,2690,0
3.5,85,2689,0
3.5,83,2657,0
3.5,83,2684,0
3.5,82,2670,0
3.5,83,2678,0
3.5,83,2647,0
3.5,82,2673,0
3.5,82,2618,0
3.5,81,2646,0
3.5,81,2665,0
3.5,81,2632,0
3.5,79,2637,0
3.5,79,2679,0
3.5,79,2666,0
3.5,79,2595,0
3.5,78,2608,0
3.5,79,2671,0
3.5,78,2677,0
3.5,79,2660,0
3.5,78,2572,0
3.5,78,2598,0
3.5,77,2667,0
3.5,77,2463,0
3.5,78,2581,0
3.5,78,2665,0
3.5,77,2588,0
3.5,77,2593,0
3.5,77,2647,0
3.5,76,2650,0
3.5,77,2407,0
3.5,77,2566,0
3.5,76,2571,0
3.5,75,2593,0
3.5,75,2591,0
3.5,75,2561,0
3.5,75,2603,0
3.5,75,2634,0
3.5,75,2588,0
3.5,75,2397,0
3.5,75,2518,0
3.5,75,2589,0
3.5,75,2643,0
3.5,75,2455,0
3.5,74,2394,0
3.5,74,2551,0
3.5,74,2545,0
3.5,74,2497,0
3.5,75,2467,0
3.5,75,2587,0
3.5,74,2552,0
3.5,74,2513,0
3.5,74,2611,0
3.5,73,2442,0
3.5,74,2524,0
3.5,74,2575,0
3.5,74,2405,0
3.5,74,2571,0
3.5,74,2588,0
3.5,75,2502,0
3.5,74,2605,0
3.5,74,2596,0
3.5,74,2505,0
3.5,75,2550,0
3.5,75,2637,0
3.5,75,2568,0
3.5,74,2567,0
