SPD,ANG,TRQ,ANOMALY
56.5,-76,2416,0
56.5,-70,2470,0
56.5,-71,2468,0
56.5,-87,2396,0
57.5,-65,2383,0
59.5,-67,2445,0
59.5,-72,2405,0
59.5,-72,2436,0
59.5,-71,2423,0
59.5,-77,2439,0
59.5,-72,2381,0
59.5,-71,2422,0
59.5,-70,2402,0
59.5,-67,2459,0
58,-66,2427,0
58,-74,2450,0
57.5,-64,2454,0
57.5,-75,2452,0
57.5,-67,2438,0
57.5,-63,2395,0
57.5,-75,2442,0
57.5,-85,2380,0
57.5,-80,2396,0
58,-84,2409,0
58,-88,2394,0
58,-64,2470,0
58,-68,2433,0
58,-63,2470,0
58.5,-68,2428,0
59,-80,2443,0
59,-82,2396,0
60,-66,2431,0
60,-68,2468,0
60,-78,2437,0
60,-64,2397,0
60,-65,2463,0
60,-81,2397,0
59.5,-79,2396,0
59.5,-77,2421,0
59.5,-71,2419,0
59.5,-72,2385,0
59.5,-66,2445,0
59.5,-69,2413,0
59.5,-76,2448,0
59.5,-60,2388,0
59.5,66,2463,0
59.5,67,2447,0
59.5,68,2420,0
59.5,68,2482,0
60,-67,2423,0
60,-76,2457,0
60,-77,2442,0
60,-76,2429,0
60,-73,2400,0
60,-76,2449,0
60,-73,2442,0
60,-72,2404,0
58.5,-78,2418,0
58.5,-73,2440,0
58.5,-77,2445,0
59,67,2416,0
59,67,2445,0
59,68,2419,0
59,68,2432,0
59,68,2402,0
58.5,68,2412,0
58.5,-69,2488,0
57.5,-71,2468,0
57.5,-81,2409,0
57.5,-81,2379,0
57.5,-82,2397,0
58,-87,2393,0
58,-89,2383,0
57.5,-91,2380,0
57.5,-94,2384,0
57.5,-97,2373,0
58,-98,2374,0
58,-101,2396,0
58,-100,2426,0
58,-100,2415,0
58,-99,2387,0
58,-99,2410,0
58,-102,2409,0
58,-102,2382,0
58,-101,2391,0
58,-102,2376,0
58,-101,2401,0
58,-101,2382,0
58,-101,2410,0
58,-101,2378,0
58,-92,2388,0
58,-63,2451,0
58.5,-74,2454,0
58.5,-79,2443,0
58.5,-83,2401,0
60,-71,2421,0
60,-76,2402,0
60,-72,2382,0
60,-79,2420,0
60,-81,2395,0
60,-81,2373,0
60,-78,2399,0
59.5,58,2441,0
59.5,68,2463,0
59.5,77,2488,0
59.5,79,2437,0
59.5,78,2512,0
59.5,69,2410,0
59.5,67,2480,0
59.5,67,2418,0
59.5,72,2484,0
59.5,76,2448,0
59.5,78,2421,0
59.5,74,2466,0
59.5,71,2455,0
59.5,68,2473,0
59.5,68,2469,0
59.5,68,2455,0
59.5,75,2414,0
59.5,82,2462,0
59.5,79,2392,0
59.5,69,2460,0
59.5,70,2495,0
59.5,73,2465,0
59.5,69,2437,0
59.5,69,2435,0
59.5,66,2431,0
59,-68,2399,0
59,-77,2423,0
59,-78,2420,0
59,-65,2399,0
58.5,70,2418,0
58.5,69,2474,0
58.5,71,2502,0
58.5,70,2455,0
58.5,70,2471,0
58.5,70,2446,0
58.5,71,2480,0
58.5,71,2426,0
58.5,70,2484,0
58.5,70,2408,0
58.5,71,2427,0
58.5,70,2419,0
58.5,71,2483,0
58.5,72,2406,0
58.5,72,2428,0
58.5,73,2467,0
58.5,73,2423,0
58.5,73,2414,0
58.5,73,2473,0
58.5,73,2406,0
58.5,75,2408,0
58.5,74,2511,0
58.5,74,2433,0
58.5,75,2452,0
58.5,75,2493,0
58.5,74,2450,0
58.5,74,2414,0
58.5,74,2452,0
58.5,75,2476,0
58.5,75,2462,0
58.5,73,2455,0
58.5,72,2484,0
59,-72,2439,0
59,-73,2446,0
59,-71,2471,0
59,-75,2437,0
59,-67,2433,0
59,-63,2473,0
58.5,67,2475,0
58.5,67,2403,0
58.5,67,2395,0
58.5,67,2450,0
58.5,68,2432,0
58.5,67,2490,0
58.5,68,2435,0
58.5,67,2511,0
58.5,67,2429,0
58.5,68,2496,0
58.5,66,2441,0
58.5,66,2469,0
58.5,66,2482,0
58.5,66,2421,0
58.5,67,2487,0
58.5,68,2413,0
58.5,68,2498,0
58.5,69,2420,0
58.5,68,2502,0
58.5,68,2402,0
58.5,69,2509,0
58,68,2411,0
58,68,2487,0
58,69,2495,0
58,69,2415,0
58,69,2489,0
58,70,2418,0
58,69,2497,0
58,70,2490,0
58,70,2425,0
58,72,2419,0
58,72,2388,0
58,73,2405,0
58,73,2521,0
58,73,2396,0
58,73,2492,0
58,73,2505,0
58,74,2385,0
58,73,2466,0
58,69,2492,0
58,70,2413,0
58,70,2503,0
58,70,2488,0
58,70,2482,0
58,71,2420,0
58,71,2486,0
58,70,2408,0
58,72,2424,0
58,72,2406,0
58,72,2502,0
58,71,2460,0
58,72,2439,0
58,72,2472,0
58,69,2478,0
58,68,2478,0
58,68,2493,0
58,68,2405,0
58,66,2480,0
58,66,2470,0
58,67,2422,0
58,67,2477,0
58,67,2441,0
58,68,2454,0
58,69,2455,0
58,72,2470,0
58,72,2466,0
58,72,2474,0
58,72,2422,0
58.5,-68,2492,0
58.5,-74,2460,0
58.5,-81,2419,0
58.5,70,2463,0
58.5,71,2430,0
58,67,2410,0
58,69,2507,0
58.5,65,2469,0
57.5,-72,2482,0
57.5,-74,2438,0
57,65,2412,0
57,65,2411,0
57,66,2471,0
57,65,2419,0
57,64,2467,0
56.5,-67,2400,0
56.5,-69,2452,0
56.5,69,2413,0
56.5,72,2393,0
56.5,72,2498,0
56.5,73,2402,0
56.5,73,2505,0
56.5,74,2455,0
56.5,73,2435,0
56.5,73,2519,0
56.5,72,2406,0
56.5,72,2520,0
56.5,71,2449,0
56.5,71,2474,0
56.5,72,2450,0
56.5,72,2460,0
56.5,71,2469,0
56.5,73,2417,0
56.5,73,2527,0
56.5,72,2407,0
56.5,72,2513,0
56.5,74,2438,0
56.5,74,2485,0
56.5,69,2403,0
56.5,66,2507,0
56.5,67,2521,0
56.5,-75,2455,0
56.5,-70,2474,0
56.5,-68,2400,0
56.5,-81,2432,0
56.5,-65,2440,0
56.5,65,2409,0
56.5,67,2465,0
56.5,70,2440,0
56.5,69,2473,0
56.5,69,2423,0
56.5,69,2399,0
56.5,69,2502,0
56.5,69,2427,0
56.5,70,2483,0
56.5,66,2424,0
56.5,-73,2482,0
56.5,-74,2457,0
57,-72,2464,0
57,-68,2454,0
57,-72,2452,0
57,-71,2462,0
57,-64,2454,0
57,-65,2391,0
57,-67,2461,0
57,-68,2414,0
57,-70,2475,0
57,-70,2442,0
57,-71,2452,0
57,-72,2435,0
57,-73,2445,0
57,-74,2401,0
57,-74,2408,0
57,-75,2435,0
57,-74,2425,0
57,-69,2447,0
57,-73,2434,0
57,-75,2415,0
57,-66,2390,0
57,-69,2441,0
57,-79,2379,0
57,-73,2392,0
57,-69,2388,0
57,-72,2385,0
56,68,2392,0
56,74,2432,0
56,75,2447,0
56,74,2517,0
56,69,2459,0
56,72,2440,0
56,72,2444,0
56,71,2477,0
56,73,2448,0
56,73,2452,0
56,73,2474,0
56,73,2524,0
56,72,2404,0
56,73,2515,0
56,72,2401,0
56,72,2535,0
56,69,2554,0
56,69,2473,0
56,71,2470,0
55.5,71,2471,0
55.5,71,2421,0
55.5,71,2465,0
55.5,71,2461,0
55.5,71,2431,0
55.5,71,2482,0
55.5,70,2433,0
55.5,67,2483,0
55.5,65,2432,0
55.5,69,2480,0
55.5,71,2418,0
55.5,73,2430,0
55.5,75,2491,0
55.5,75,2485,0
55.5,74,2507,0
55.5,70,2447,0
55.5,71,2375,0
55.5,72,2475,0
55.5,74,2494,0
55.5,75,2528,0
55.5,72,2376,0
55.5,71,2433,0
55.5,72,2440,0
55.5,74,2512,0
55.5,76,2513,0
55.5,76,2439,0
55.5,76,2537,0
55.5,73,2581,0
55.5,72,2557,0
55.5,73,2459,0
55.5,72,2386,0
55.5,70,2426,0
55.5,68,2509,0
55.5,67,2528,0
55.5,68,2429,0
55.5,67,2475,0
55.5,66,2435,0
55,34,2441,0
55,33,2441,0
55,69,2417,0
55,71,2502,0
55,73,2419,0
55,73,2422,0
55,74,2458,0
55,76,2488,0
55,76,2431,0
55,76,2491,0
55,74,2443,0
55,74,2500,0
55,76,2463,0
55,76,2455,0
55,76,2559,0
55,77,2453,0
55,78,2514,0
55,79,2469,0
55,78,2504,0
55,73,2408,0
55,69,2457,0
55,69,2449,0
55,70,2544,0
55,74,2393,0
55,75,2430,0
55,73,2550,0
55,70,2528,0
55,47,2441,0
55,-65,2411,0
55,-64,2462,0
55,-71,2438,0
55,-74,2431,0
55,-73,2439,0
55,-73,2389,0
55,-73,2381,0
55,-71,2410,0
55,-72,2376,0
55,-72,2378,0
55,-72,2418,0
55,-65,2394,0
55,-68,2425,0
55,-68,2450,0
55,-64,2436,0
55,-24,2441,0
55,-66,2466,0
55,-67,2422,0
55,-68,2400,0
55,-67,2425,0
55,-68,2456,0
55,-68,2470,0
55,-70,2394,0
55,-76,2402,0
55,-72,2387,0
55,-70,2403,0
55,-70,2396,0
55,-76,2384,0
55,-78,2416,0
55,-77,2391,0
55,-76,2417,0
55,-77,2389,0
55,-77,2407,0
55,-77,2383,0
55,-77,2403,0
55,-74,2378,0
55,-73,2374,0
55,-73,2419,0
55,-76,2378,0
55,-78,2394,0
55,-79,2403,0
55,-65,2399,0
56,-78,2415,0
56,-87,2376,0
56,-88,2388,0
56,-87,2392,0
56,-87,2383,0
56,-88,2382,0
56,-91,2385,0
56,-82,2375,0
56,-80,2385,0
56,-81,2411,0
56,-90,2379,0
56,-92,2383,0
56,-91,2387,0
56,-91,2377,0
56,-87,2375,0
56,-87,2372,0
56,-90,2384,0
56,-90,2378,0
56,-91,2402,0
56,-91,2383,0
56,-91,2403,0
56,-89,2382,0
56,-90,2394,0
56,-90,2390,0
56,-89,2384,0
56,-91,2386,0
56,-90,2383,0
56,-89,2389,0
56,-87,2379,0
56,-88,2390,0
56,-96,2396,0
56,-95,2410,0
56,-95,2389,0
56,-95,2399,0
56,-95,2406,0
56,-95,2393,0
56,-95,2386,0
56,-80,2425,0
56,-72,2394,0
56,-74,2404,0
56,-74,2462,0
56,65,2411,0
56,67,2431,0
56,66,2461,0
56,65,2392,0
56,65,2388,0
56,66,2496,0
56,68,2441,0
56.5,69,2462,0
56.5,73,2446,0
56.5,72,2463,0
56.5,74,2495,0
56.5,73,2465,0
56.5,68,2423,0
56.5,66,2428,0
56.5,-69,2386,0
56.5,-73,2456,0
56.5,-67,2441,0
56.5,-71,2464,0
56.5,-75,2373,0
56.5,-75,2412,0
56.5,-67,2397,0
56.5,-68,2433,0
56.5,-67,2464,0
56.5,-66,2417,0
57,-69,2468,0
57,-73,2471,0
57,-74,2437,0
57,-76,2425,0
57,-69,2395,0
57,-76,2373,0
57,-70,2406,0
57,-71,2388,0
57,-69,2428,0
57,-68,2410,0
57,-70,2471,0
57,-68,2464,0
57,-68,2421,0
57,-72,2408,0
57,-78,2423,0
56.5,-79,2379,0
56.5,-82,2401,0
56.5,-82,2390,0
56.5,-81,2399,0
56.5,-79,2395,0
56.5,-73,2382,0
56.5,-72,2448,0
56.5,-67,2473,0
56.5,-70,2460,0
56.5,-70,2462,0
56.5,-75,2451,0
56.5,-76,2374,0
56.5,-64,2449,0
56.5,-67,2395,0
56.5,-63,2436,0
56,-65,2468,0
56,-67,2453,0
56,-69,2422,0
56,-71,2389,0
56,-73,2471,0
56,-74,2443,0
56,-73,2401,0
56,-70,2421,0
56,-78,2380,0
56,-78,2414,0
56,-75,2386,0
56,-67,2468,0
56,-65,2477,0
55.5,-1,2441,0
55.5,71,2454,0
55.5,69,2455,0
55.5,68,2435,0
55.5,68,2447,0
55.5,69,2452,0
55,69,2470,0
55,69,2455,0
55,69,2452,0
55,67,2426,0
55,65,2466,0
55,51,2441,0
55,-71,2454,0
55,-73,2401,0
55,-73,2411,0
55,-73,2415,0
55,-72,2382,0
55,-73,2386,0
55,-73,2391,0
55,-79,2423,0
55,-80,2391,0
55,-80,2413,0
55,-77,2409,0
55,-80,2383,0
54.5,-81,2401,0
54.5,-77,2386,0
54.5,-72,2376,0
54.5,-66,2390,0
53.5,19,2443,0
131.25,102,3661.5,1
130,32,3663,1
127.5,38,3661.5,1
127.5,28,3664.5,1
127.5,6,3661.5,1
127.5,-20,3661.5,1
125,-46,3661.5,1
125,-132,3661.5,1
125,-132,3676.5,1
125,-134,3636,1
125,-140,3612,1
125,-146,3651,1
125,-142,3631.5,1
125,-134,3631.5,1
123.75,-136,3609,1
123.75,-144,3567,1
123.75,-146,3579,1
123.75,-146,3607.5,1
123.75,-146,3567,1
123.75,-152,3598.5,1
123.75,-156,3582,1
123.75,-158,3564,1
123.75,-158,3568.5,1
123.75,-158,3576,1
123.75,-156,3615,1
123.75,-158,3574.5,1
123.75,-158,3573,1
123.75,-158,3582,1
123.75,-160,3561,1
123.75,-162,3561,1
123.75,-162,3571.5,1
123.75,-160,3562.5,1
123.75,-162,3579,1
123.75,-164,3570,1
123.75,-160,3571.5,1
123.75,-164,3558,1
123.75,-164,3588,1
123.75,-166,3565.5,1
123.75,-170,3610.5,1
123.75,-170,3567,1
123.75,-170,3591,1
123.75,-170,3570,1
123.75,-170,3607.5,1
123.75,-172,3565.5,1
123.75,-166,3588,1
123.75,-168,3570,1
123.75,-164,3564,1
123.75,-152,3562.5,1
123.75,-144,3624,1
123.75,-142,3592.5,1
123.75,-140,3588,1
123.75,-138,3598.5,1
123.75,-134,3642,1
123.75,-130,3648,1
122.5,-132,3693,1
122.5,-130,3670.5,1
122.5,-128,3610.5,1
122.5,12,3664.5,1
122.5,54,3664.5,1
121.25,-18,3664.5,1
117.5,88,3661.5,1
115,104,3661.5,1
115,94,3661.5,1
115,68,3663,1
115,66,3664.5,1
115,64,3661.5,1
115,48,3663,1
115,2,3661.5,1
111.25,-12,3664.5,1
111.25,-28,3661.5,1
110,-30,3661.5,1
108.75,-10,3664.5,1
107.5,132,3616.5,1
107.5,148,3750,1
107.5,156,3799.5,1
107.5,138,3831,1
107.5,122,3661.5,1
106.25,146,3799.5,1
106.25,148,3663,1
106.25,140,3658.5,1
106.25,134,3658.5,1
106.25,134,3715.5,1
106.25,146,3673.5,1
106.25,146,3715.5,1
106.25,140,3732,1
106.25,140,3804,1
106.25,142,3682.5,1
106.25,142,3774,1
106.25,138,3718.5,1
106.25,134,3600,1
106.25,136,3732,1
106.25,134,3699,1
106.25,134,3832.5,1
106.25,132,3748.5,1
105,134,3649.5,1
105,126,3672,1
105,114,3661.5,1
105,106,3663,1
103.75,-4,3661.5,1
103.75,-10,3661.5,1
102.5,-44,3661.5,1
102.5,-48,3661.5,1
100,-132,3741,1
100,-136,3637.5,1
100,-128,3655.5,1
100,-132,3699,1
100,-138,3684,1
100,-140,3616.5,1
100,-142,3600,1
100,-128,3609,1
100,-140,3559.5,1
100,-144,3589.5,1
100,-134,3604.5,1
100,-134,3615,1
100,-138,3586.5,1
100,-150,3586.5,1
100,-152,3573,1
100,-148,3604.5,1
100,-148,3586.5,1
100,-148,3582,1
100,-150,3562.5,1
100,-148,3588,1
100,-152,3594,1
100,-154,3571.5,1
100,-156,3561,1
100,-156,3571.5,1
100,-154,3561,1
100,-156,3570,1
100,-158,3570,1
100,-158,3561,1
100,-156,3606,1
100,-158,3565.5,1
100,-158,3585,1
100,-158,3573,1
100,-158,3591,1
100,-156,3559.5,1
100,-146,3558,1
100,-144,3568.5,1
100,-136,3559.5,1
100,-126,3646.5,1
98.75,-102,3663,1
98.75,-98,3663,1
98.75,-92,3663,1
98.75,-90,3661.5,1
98.75,-84,3661.5,1
98.75,-88,3664.5,1
98.75,-96,3663,1
98.75,-108,3663,1
98.75,-110,3663,1
98.75,-122,3661.5,1
98.75,-128,3652.5,1
98.75,-134,3616.5,1
98.75,-136,3583.5,1
98.75,-146,3594,1
98.75,-148,3568.5,1
97.5,-150,3591,1
97.5,-154,3564,1
97.5,-160,3631.5,1
97.5,-158,3568.5,1
97.5,-152,3571.5,1
97.5,-154,3558,1
97.5,-156,3579,1
97.5,-160,3597,1
97.5,-162,3562.5,1
97.5,-158,3601.5,1
97.5,-158,3579,1
97.5,-162,3622.5,1
97.5,-160,3558,1
97.5,-158,3585,1
97.5,-162,3574.5,1
97.5,-164,3597,1
97.5,-150,3586.5,1
96.25,-148,3565.5,1
96.25,-140,3618,1
96.25,-136,3573,1
96.25,-128,3582,1
96.25,-128,3612,1
96.25,-128,3691.5,1
96.25,-82,3664.5,1
95,-74,3661.5,1
93.75,-42,3661.5,1
93.75,-18,3661.5,1
93.75,-16,3664.5,1
92.5,12,3663,1
92.5,36,3661.5,1
91.25,44,3664.5,1
91.25,32,3663,1
90,54,3664.5,1
90,90,3661.5,1
90,102,3664.5,1
90,94,3661.5,1
83.75,56,3664.5,1
82.5,48,3661.5,1
82.5,12,3664.5,1
81.25,2,3661.5,1
76.25,-42,3661.5,1
70,-40,3664.5,1
68.75,-42,3661.5,1
68.75,-40,3663,1
68.75,-36,3663,1
67.5,-24,3664.5,1
66.25,-32,3663,1
65,-34,3664.5,1
63.75,-40,3664.5,1
58.75,-54,3664.5,1
58.75,-44,3661.5,1
58.75,-52,3664.5,1
55,-50,3663,1
55,-48,3661.5,1
55,-46,3663,1
55,-46,3664.5,1
55,-44,3661.5,1
55,-48,3663,1
52.5,-46,3663,1
50,-60,3661.5,1
37.5,-88,3664.5,1
37.5,-96,3661.5,1
36.25,-96,3661.5,1
36.25,-94,3663,1
36.25,-88,3661.5,1
35,-94,3661.5,1
35,-84,3664.5,1
35,-64,3661.5,1
35,-70,3664.5,1
28.75,-36,3661.5,1
27.5,-42,3663,1
27.5,-44,3663,1
27.5,-44,3661.5,1
26.25,-44,3663,1
26.25,-38,3661.5,1
26.25,-38,3663,1
25,-60,3661.5,1
25,-32,3661.5,1
20,-42,3664.5,1
15,-46,3664.5,1
13.75,-46,3661.5,1
13.75,-46,3664.5,1
13.75,-56,3663,1
11.25,-60,3663,1
10,-60,3664.5,1
10,-62,3663,1
10,-60,3663,1
10,-62,3664.5,1
8.75,-66,3661.5,1
8.75,-68,3663,1
8.75,-104,3663,1
8.75,-106,3663,1
6.25,4,3661.5,1
5,10,3663,1
5,12,3663,1
5,32,3661.5,1
3.75,40,3663,1
3.75,44,3663,1
3.75,46,3663,1
3.75,44,3664.5,1
3.75,46,3664.5,1
15,-6,3664.5,1
0,-122,3663,1
0,-128,3633,1
0,-146,3658.5,1
0,-140,3579,1
0,-148,3657,1
0,-148,3639,1
0,-150,3699,1
0,-152,3699,1
0,-150,3736.5,1
0,-152,3724.5,1
0,-152,3742.5,1
0,-154,3814.5,1
0,-154,3799.5,1
0,-156,3789,1
0,-156,3801,1
0,-156,3762,1
0,-156,3835.5,1
0,-158,3795,1
0,-158,3801,1
0,-156,3793.5,1
0,-156,3843,1
0,-156,3796.5,1
0,-154,3816,1
0,-150,3741,1
0,-144,3684,1
0,-118,3592.5,1
0,-118,3577.5,1
0,-118,3645,1
0,-124,3660,1
0,-124,3642,1
0,-144,3637.5,1
0,-146,3715.5,1
0,-148,3687,1
0,-148,3685.5,1
0,-150,3711,1
0,-152,3775.5,1
0,-152,3726,1
0,-152,3796.5,1
0,-154,3792,1
0,-154,3802.5,1
0,-154,3796.5,1
0,-158,3786,1
0,-156,3817.5,1
0,-156,3823.5,1
0,-158,3885,1
0,-160,3810,1
0,-158,3925.5,1
0,-158,3900,1
0,-158,3879,1
0,-160,3835.5,1
0,-158,3844.5,1
0,-160,3850.5,1
0,-162,3826.5,1
0,-160,3841.5,1
0,-162,3858,1
0,-162,3861,1
0,-162,3879,1
0,-162,3934.5,1
0,-162,3880.5,1
0,-160,3871.5,1
0,-160,3933,1
0,-160,3919.5,1
0,-162,3906,1
0,-162,3936,1
0,-164,3879,1
0,-162,3924,1
0,-162,3862.5,1
0,-160,3903,1
0,-160,3921,1
0,-162,3910.5,1
0,-162,3898.5,1
0,-162,3888,1
0,-162,3891,1
0,-162,3907.5,1
0,-162,3915,1
0,-164,3927,1
0,-160,3885,1
0,-160,3960,1
0,-162,3916.5,1
0,-162,3951,1
0,-164,3955.5,1
0,-81,2621,0
0,-82,2629,0
0,-81,2606,0
0,-82,2601,0
0,-81,2628,0
0,-81,2583,0
0,-81,2614,0
0,-81,2589,0
0,-81,2632,0
0,-82,2594,0
0,-81,2618,0
0,-82,2623,0
0,-81,2640,0
0,-81,2669,0
0,-81,2645,0
0,-81,2602,0
0,-81,2595,0
0,-81,2612,0
0.5,-81,2597,0
0.5,-79,2596,0
0.5,-81,2604,0
0.5,-81,2553,0
0.5,-82,2558,0
0.5,-82,2557,0
0.5,-81,2585,0
0.5,-81,2613,0
0.5,-81,2587,0
0.5,-82,2602,0
0.5,-80,2586,0
0.5,-80,2547,0
0.5,-79,2564,0
0.5,-79,2548,0
0.5,-77,2536,0
0.5,-75,2520,0
0.5,-71,2416,0
0.5,-70,2425,0
0.5,-69,2426,0
0.5,-69,2392,0
0.5,-68,2392,0
0.5,-68,2372,0
0.5,-67,2400,0
0.5,-68,2373,0
0.5,-67,2381,0
0.5,-67,2387,0
0.5,-67,2377,0
1,-68,2410,0
1,-68,2376,0
1,-69,2409,0
1,-68,2373,0
1,-69,2406,0
1,-68,2372,0
1,-68,2398,0
1,-68,2374,0
1,-68,2388,0
1,-70,2414,0
1,-73,2452,0
1,-74,2458,0
1,-74,2463,0
1,-72,2430,0
1,-71,2441,0
1,-72,2426,0
1.5,-71,2445,0
1.5,-70,2400,0
1.5,-68,2409,0
1.5,-66,2374,0
1.5,-67,2395,0
1.5,-68,2373,0
1.5,-68,2381,0
1.5,-70,2412,0
2,-71,2395,0
2,-72,2427,0
2,-71,2443,0
2,-72,2418,0
2,-71,2407,0
2,-70,2382,0
